mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
5	5	16	16	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	34	dar,							
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	35	sein							
5	5	17	17	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	36	Lob							
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	37	soll							
5	5	18	18	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	38	im-							
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	39	mer-							
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	40								
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	41								
5	5	18	18	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	42								
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	43								
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	44								
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	45								
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	46	dar							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	47	in							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	48	mei-							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	49	nem							
6	6	20	20	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	50								
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	51								
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	52								
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	53								
7	7	24	24	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	54	Mun-							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	55	de							
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	56	sein,							
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	57	sein							
7	7	27	27	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	58	Lob							
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	59	soll							
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	60								
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	61								
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	62								
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	63								
8	8	28	28	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	64	im-							
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	65	mer-							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	66	dar,							
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	67								
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	68								
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	69								
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	70								
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	71	sein							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	72	Lob							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	73	soll							
9	9	34	34	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	74	im-							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	75	mer-							
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	76								
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	77								
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	78								
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	79								
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	80	dar,							
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	81	sein							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	82	Lob							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	83	soll							
10	10	38	38	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	84	im-							
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	85	mer-							
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	86								
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	87								
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	88								
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	89								
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	90	dar							
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	91	in							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	92	mei-							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	93	nem							
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	94								
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	95								
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	96								
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	97								
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	98	Mun-							0
12	12	45	45	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	99								
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	100	de							
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	101	6							
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	102	5							
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	103	4							
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	104	3							
13	13	48	48	4.0	0	0	Chord	4/4	1	1	1	1	1	105	sein,							
13	13	48	48	4.0	0	0	Chord	4/4	2	1	1	1	1	106								
14	14	54	54	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	107	Al-							
14	14	55	55	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	108	le-							
14	14	56	56	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	109	lu-							
14	14	52	52	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	110								
14	14	53	53	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	111								
14	14	54	54	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	112								
14	14	56	56	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	113								
15	15	58	58	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	114	ja,							
15	15	60	60	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	115	Al-							
15	15	61	61	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	116	le-							
15	15	62	62	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	117	lu-							
15	15	58	58	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	118								
15	15	59	59	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	119								
15	15	60	60	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	120								
15	15	62	62	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	121								
16	16	64	64	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	122	ja,							
16	16	66	66	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	123	Al-							
16	16	67	67	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	124	le-							
16	16	68	68	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	125	lu-							
16	16	64	64	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	126								
16	16	65	65	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	127								
16	16	66	66	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	128								
16	16	67	67	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	129								
16	16	68	68	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	130								
16	16	69	69	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	131								
17	17	70	70	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	132	ja,							
17	17	72	72	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	133	Al-							
17	17	73	73	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	134	le-							
17	17	74	74	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	135	lu-							
17	17	70	70	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	136								
17	17	71	71	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	137								
17	17	72	72	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	138								
17	17	73	73	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	139								
17	17	74	74	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	140								
18	18	76	76	4.0	0	0	Chord	4/4	1	1	1	1	1	141	ja-							
18	18	76	76	4.0	0	0	Chord	4/4	2	1	1	1	1	142								
19	19	81	81	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	143	Mei-							
19	19	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	144	ne							
19	19	80	80	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	145								
19	19	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	146								
20	20	84	84	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	147	See							1
20	20	171/2	171/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	148								1
20	20	343/4	343/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	149								
20	20	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	150	le							
20	20	84	84	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	151								
20	20	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	152								
21	21	89	89	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	153	soll							
21	21	91	91	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	154	sich							
21	21	88	88	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	155								
21	21	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	156								
22	22	92	92	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	157	rüh-							
22	22	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	158	men							
22	22	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	159	des							
22	22	92	92	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	160								
22	22	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	161								
23	23	96	96	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	162	Her-							
23	23	98	98	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	163	ren,							
23	23	96	96	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	164								
23	23	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	165								
24	24	101	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	166	dass							
24	24	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	167	es							
24	24	102	102	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	168	die							
24	24	103	103	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	169	E-							
24	24	100	100	4.0	0	0	Chord	4/4	2	1	1	1	1	170								
25	25	104	104	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	171	len-							
25	25	105	105	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	172	den							
25	25	106	106	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	173	hö-							2
25	25	215/2	215/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	174								2
25	25	431/4	431/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	175								
25	25	104	104	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	176								
25	25	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	177								
26	26	108	108	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	178	ren							
26	26	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	179	und							
26	26	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	180	sich							
26	26	108	108	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	181								
26	26	109	109	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	182								
26	26	219/2	219/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	183								
26	26	110	110	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	184								
27	27	112	112	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	185	freu-							3
27	27	449/4	449/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	186								3
27	27	225/2	225/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	187								3
27	27	451/4	451/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	188								3
27	27	113	113	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	189								3
27	27	453/4	453/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	190								3
27	27	227/2	227/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	191								3
27	27	455/4	455/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	192								3
27	27	114	114	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	193								
27	27	229/2	229/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	194	en,							
27	27	112	112	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	195								
27	27	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	196								
27	27	115	115	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	197								
27	27	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	198								
28	28	119	119	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	199	und							
28	28	239/2	239/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	200	sich							
28	28	116	116	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	201								
28	28	233/2	233/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	202								
28	28	117	117	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	203								
28	28	235/2	235/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	204								
28	28	118	118	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	205								
29	29	120	120	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	206	freu-							4
29	29	481/4	481/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	207								4
29	29	241/2	241/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	208								4
29	29	483/4	483/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	209								4
29	29	121	121	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	210								4
29	29	485/4	485/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	211								4
29	29	243/2	243/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	212								4
29	29	487/4	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	213								4
29	29	122	122	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	214								4
29	29	489/4	489/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	215								4
29	29	245/2	245/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	216								4
29	29	491/4	491/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	217								4
29	29	123	123	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	218								4
29	29	493/4	493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	219								4
29	29	247/2	247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	220								4
29	29	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	221								4
29	29	120	120	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	222								
29	29	122	122	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	223								
30	30	124	124	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	224								4
30	30	249/2	249/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	225								4
30	30	499/4	499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	226								4
30	30	125	125	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	227								4
30	30	127	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	228								
30	30	124	124	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	229	3							
30	30	125	125	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	230	4							
30	30	127	127	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	231	3							
31	31	128	128	4.0	0	0	Chord	4/4	1	1	1	1	1	232	en.							
31	31	128	128	4.0	0	0	Chord	4/4	2	1	1	1	1	233								
32	32	134	134	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	234	Al-							
32	32	135	135	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	235	le-							
32	32	136	136	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	236	lu-							
32	32	132	132	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	237								
32	32	133	133	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	238								
32	32	134	134	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	239								
32	32	136	136	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	240								
33	33	138	138	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	241	ja,							
33	33	140	140	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	242	Al-							
33	33	141	141	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	243	le-							
33	33	142	142	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	244	lu-							
33	33	138	138	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	245								
33	33	139	139	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	246								
33	33	140	140	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	247								
33	33	142	142	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	248								
34	34	144	144	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	249	ja,							
34	34	146	146	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	250	Al-							
34	34	147	147	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	251	le-							
34	34	148	148	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	252	lu-							
34	34	144	144	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	253								
34	34	145	145	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	254								
34	34	146	146	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	255								
34	34	147	147	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	256								
34	34	148	148	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	257								
34	34	149	149	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	258								
35	35	150	150	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	259	ja,							
35	35	152	152	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	260	Al-							
35	35	153	153	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	261	le-							
35	35	154	154	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	262	lu-							
35	35	150	150	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	263								
35	35	151	151	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	264								
35	35	152	152	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	265								
35	35	153	153	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	266								
35	35	154	154	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	267								
36	36	156	156	4.0	0	0	Chord	4/4	1	1	1	1	1	268	ja.							
36	36	156	156	4.0	0	0	Chord	4/4	2	1	1	1	1	269								
37	37	161	161	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	270	Prei-							
37	37	325/2	325/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	271	set							
37	37	163	163	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	272	mit							
37	37	160	160	4.0	0	0	Chord	4/4	2	1	1	1	1	273								
38	38	164	164	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	274	mir,							
38	38	165	165	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	275	prei-							
38	38	333/2	333/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	276	set							
38	38	167	167	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	277	mit							
38	38	164	164	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	278								
38	38	165	165	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	279								
38	38	167	167	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	280								
39	39	168	168	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	281	mir							
39	39	169	169	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	282	den							
39	39	170	170	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	283	Her-							5
39	39	343/2	343/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	284								
39	39	168	168	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	285								
39	39	169	169	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	286								
39	39	170	170	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	287	7							
39	39	171	171	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	288	6							
40	40	172	172	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	289	ren,							
40	40	347/2	347/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	290	und							
40	40	174	174	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	291	lasst							
40	40	349/2	349/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	292	uns							
40	40	175	175	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	293	mit							
40	40	351/2	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	294	ein-							
